"Meet Date","Meet Name","Meet Type","Sanction Number","Meet Location","Website","Unique Identification"
2021-03-06,"Battle on the Border","Local","TX-2021-06","Texas","https://usapl.liftingdatabase.com/competitions-view?id=119600","2021-03-06-Battle on the Border"
2021-03-06,"Winneconne High School National Qualifier","Local","WI-2021-09","Wisconsin","https://usapl.liftingdatabase.com/competitions-view?id=119601","2021-03-06-Winneconne High School National Qualifier"
2021-03-06,"CT Spring Classic","Local","CT02921-01","Connecticut","https://usapl.liftingdatabase.com/competitions-view?id=119602","2021-03-06-CT Spring Classic"
2021-03-06,"Cajun Pride Closed Qualifier","Local","LA-2021-05","Louisiana","https://usapl.liftingdatabase.com/competitions-view?id=119608","2021-03-06-Cajun Pride Closed Qualifier"
2021-02-27,"Iron Office Winter Classic","Local","CA-2021-01","California","https://usapl.liftingdatabase.com/competitions-view?id=119597","2021-02-27-Iron Office Winter Classic"
2021-02-27,"Texas Strength Classic","Local","TX-2021-01","Texas","https://usapl.liftingdatabase.com/competitions-view?id=119598","2021-02-27-Texas Strength Classic"
2021-02-27,"Fairbanks Winter Classic","Local","AK-2021-01","Alaska","https://usapl.liftingdatabase.com/competitions-view?id=119604","2021-02-27-Fairbanks Winter Classic"
2021-02-21,"Bearkat Classic","Local","TX-2021-12","Texas","https://usapl.liftingdatabase.com/competitions-view?id=119591","2021-02-21-Bearkat Classic"
2021-02-21,"Georgia Winter Classic","Local","GA-2021-01","Georgia","https://usapl.liftingdatabase.com/competitions-view?id=119592","2021-02-21-Georgia Winter Classic"
2021-02-21,"Mill City Classic","Local","MA-2021-01","Massachusetts","https://usapl.liftingdatabase.com/competitions-view?id=119593","2021-02-21-Mill City Classic"
2021-02-21,"Legacy Series 1","Local","MO-2021-04","Missouri","https://usapl.liftingdatabase.com/competitions-view?id=119596","2021-02-21-Legacy Series 1"
2021-02-20,"3rd Annual USA Powerlifting Jacksonville Open Championships","Local","FL-2021-05","Florida","https://usapl.liftingdatabase.com/competitions-view?id=119594","2021-02-20-3rd Annual USA Powerlifting Jacksonville Open Championships"
2021-02-14,"Midwest Collegiate Regionals","Local","NE-2021-04","Nebraska","https://usapl.liftingdatabase.com/competitions-view?id=119588","2021-02-14-Midwest Collegiate Regionals"
2021-02-13,"High School Barbell Bash","Local","SC-2021-01","South Carolina","https://usapl.liftingdatabase.com/competitions-view?id=119585","2021-02-13-High School Barbell Bash"
2021-02-13,"Virginia Novice Open 1","Local","VA-2021-01","Virginia","https://usapl.liftingdatabase.com/competitions-view?id=119586","2021-02-13-Virginia Novice Open 1"
2021-02-13,"Beyond Limits Classic","Local","OH-2021-02","Ohio","https://usapl.liftingdatabase.com/competitions-view?id=119589","2021-02-13-Beyond Limits Classic"
2021-02-12,"Germantown High School National Qualifier","Local","WI-2021-10","Wisconsin","https://usapl.liftingdatabase.com/competitions-view?id=119587","2021-02-12-Germantown High School National Qualifier"
2021-02-07,"Laconia HS/Teen Open","Local","WI-2021-02","Wisconsin","https://usapl.liftingdatabase.com/competitions-view?id=119584","2021-02-07-Laconia HS/Teen Open"
2021-02-06,"SD High School Nationals Qualifier","Local","SD-2021-01","South Dakota","https://usapl.liftingdatabase.com/competitions-view?id=119580","2021-02-06-SD High School Nationals Qualifier"
2021-02-06,"Red River Showdown","Local","TX-2021-03","Texas","https://usapl.liftingdatabase.com/competitions-view?id=119581","2021-02-06-Red River Showdown"
2021-02-06,"Liberty Bell Classic","Local","PA-2021-02","Pennsylvania","https://usapl.liftingdatabase.com/competitions-view?id=119582","2021-02-06-Liberty Bell Classic"
2021-01-31,"Pure Focus Winter Classic","Local","NJ-2021-03","New Jersey","https://usapl.liftingdatabase.com/competitions-view?id=119578","2021-01-31-Pure Focus Winter Classic"
2021-01-30,"Star City Showdown","Local","NE-2021-03","Nebraska","https://usapl.liftingdatabase.com/competitions-view?id=119577","2021-01-30-Star City Showdown"
2021-01-30,"Lake Pleasant Classic","Local","AZ-2021-01","Arizona","https://usapl.liftingdatabase.com/competitions-view?id=119579","2021-01-30-Lake Pleasant Classic"
2021-01-23,"Bethlehem Barbell Basement Bash","Local","NY-2021-05","New York","https://usapl.liftingdatabase.com/competitions-view?id=119571","2021-01-23-Bethlehem Barbell Basement Bash"
2021-01-23,"4th Annual USA Powerlifting Southwest Florida Open Championships","Local","FL-2021-04","Florida","https://usapl.liftingdatabase.com/competitions-view?id=119576","2021-01-23-4th Annual USA Powerlifting Southwest Florida Open Championships"
2021-01-16,"New Year Open","Local","OH-2021-01","Ohio","https://usapl.liftingdatabase.com/competitions-view?id=119564","2021-01-16-New Year Open"
2021-01-16,"4th Annual Mustache Mayhem","Local","NY-2021-02","New York","https://usapl.liftingdatabase.com/competitions-view?id=119567","2021-01-16-4th Annual Mustache Mayhem"
2021-01-16,"Winter Games of Texas","Local","TX-2021-02","Texas","https://usapl.liftingdatabase.com/competitions-view?id=119568","2021-01-16-Winter Games of Texas"
2021-01-16,"Chiseled Winter Classic","Local","MD-2021-01","Maryland","https://usapl.liftingdatabase.com/competitions-view?id=119569","2021-01-16-Chiseled Winter Classic"
2021-01-16,"Elk Mound HS Nationals","Local","WI-2021-07","Wisconsin","https://usapl.liftingdatabase.com/competitions-view?id=119573","2021-01-16-Elk Mound HS Nationals"
2021-01-16,"Barbells and Brews","Local","AL-2021-01","Alabama","https://usapl.liftingdatabase.com/competitions-view?id=119575","2021-01-16-Barbells and Brews"
2021-01-09,"Boynton Barbell Center Championship","Local","FL-2021-03","Florida","https://usapl.liftingdatabase.com/competitions-view?id=119560","2021-01-09-Boynton Barbell Center Championship"
2021-01-09,"DCF Philly January Jawn","Local","PA-2021-01","Pennsylvania","https://usapl.liftingdatabase.com/competitions-view?id=119561","2021-01-09-DCF Philly January Jawn"
2021-01-09,"Virginia New Years Open","Local","VA-2021-01","Virginia","https://usapl.liftingdatabase.com/competitions-view?id=119562","2021-01-09-Virginia New Years Open"
2020-12-19,"Connecticut GPT Invitational","Local","CT-2020-14","Connecticut","https://usapl.liftingdatabase.com/competitions-view?id=119552","2020-12-19-Connecticut GPT Invitational"
2020-12-19,"Festivus for the Rest of Us","Local","NM-2020-04","New Mexico","https://usapl.liftingdatabase.com/competitions-view?id=119554","2020-12-19-Festivus for the Rest of Us"
2020-12-19,"2nd Annual USA Powerlifting Arkansas State Open Powerlifting Championships","Local","AR-2020-01","Arkansas","https://usapl.liftingdatabase.com/competitions-view?id=119559","2020-12-19-2nd Annual USA Powerlifting Arkansas State Open Powerlifting Championships"
2020-12-19,"Jingle Jam","Local","NY-2020-04","New York","https://usapl.liftingdatabase.com/competitions-view?id=119550","2020-12-19-Jingle Jam"
2020-12-13,"Snowflake Showdown","Local","CT-2020-09","Connecticut","https://usapl.liftingdatabase.com/competitions-view?id=119538","2020-12-13-Snowflake Showdown"
2020-12-13,"Suwanee Holiday Havoc","Local","GA-2020-08","Georgia","https://usapl.liftingdatabase.com/competitions-view?id=119544","2020-12-13-Suwanee Holiday Havoc"
2020-12-13,"29th Annual USA Powerlifting Florida Senior Games Championship","Local","FL-2020-16","Florida","https://usapl.liftingdatabase.com/competitions-view?id=119545","2020-12-13-29th Annual USA Powerlifting Florida Senior Games Championship"
2020-12-12,"VA Holiday Havoc","Local","VA-2020-11","Virginia","https://usapl.liftingdatabase.com/competitions-view?id=119558","2020-12-12-VA Holiday Havoc"
2020-12-12,"Power for a Purpose","Local","WV-2020-02","West Virginia","https://usapl.liftingdatabase.com/competitions-view?id=119537","2020-12-12-Power for a Purpose"
2020-12-12,"Winter Wrath","Local","OH-2020-11","Ohio","https://usapl.liftingdatabase.com/competitions-view?id=119540","2020-12-12-Winter Wrath"
2020-12-12,"MO River Open","Local","MO-2020-10","Missouri","https://usapl.liftingdatabase.com/competitions-view?id=119541","2020-12-12-MO River Open"
2020-12-12,"Liftmas Open","Local","WI-2020-17","Wisconsin","https://usapl.liftingdatabase.com/competitions-view?id=119546","2020-12-12-Liftmas Open"
2020-12-12,"Collegiate Cup and Texas Open","Local","TX-2020-27","Texas","https://usapl.liftingdatabase.com/competitions-view?id=119549","2020-12-12-Collegiate Cup and Texas Open"
2020-12-12,"Iron Office Last Stand","Local","CA-2020-19","California","https://usapl.liftingdatabase.com/competitions-view?id=119551","2020-12-12-Iron Office Last Stand"
2020-12-06,"Long Island Winter Showdown III","Local","NY-2020-13","New York","https://usapl.liftingdatabase.com/competitions-view?id=119530","2020-12-06-Long Island Winter Showdown III"
2020-12-05,"Granite State Grand Prix IV","Local","NH-2020-05","New Hampshire","https://usapl.liftingdatabase.com/competitions-view?id=119553","2020-12-05-Granite State Grand Prix IV"
2020-12-05,"Mecca's Holiday Hoist","Local","ID-2020-04","Idaho","https://usapl.liftingdatabase.com/competitions-view?id=119531","2020-12-05-Mecca's Holiday Hoist"
2020-12-05,"Winter War of Waco","Local","TX-2020-18","Texas","https://usapl.liftingdatabase.com/competitions-view?id=119532","2020-12-05-Winter War of Waco"
2020-12-05,"3rd Annual USA Powerlifting Greater Tampa Classic Championships","Local","FL-2020-15","Florida","https://usapl.liftingdatabase.com/competitions-view?id=119533","2020-12-05-3rd Annual USA Powerlifting Greater Tampa Classic Championships"
2020-11-21,"CT Knock Out Breast Cancer","Local","CT-2020-13","Connecticut","https://usapl.liftingdatabase.com/competitions-view?id=119521","2020-11-21-CT Knock Out Breast Cancer"
2020-11-21,"Missouri Valley College Invite","Local","MO-2020-11","Missouri","https://usapl.liftingdatabase.com/competitions-view?id=119522","2020-11-21-Missouri Valley College Invite"
2020-11-21,"Gainsgiving Open","Local","WI-2020-08","Wisconsin","https://usapl.liftingdatabase.com/competitions-view?id=119524","2020-11-21-Gainsgiving Open"
2020-11-21,"3rd Annual USA Powerlifting North Florida Open Championships","Local","FL-2020-13","Florida","https://usapl.liftingdatabase.com/competitions-view?id=119525","2020-11-21-3rd Annual USA Powerlifting North Florida Open Championships"
2020-11-21,"Sioux Empire Open","Local","SD-2020-03","South Dakota","https://usapl.liftingdatabase.com/competitions-view?id=119528","2020-11-21-Sioux Empire Open"
2020-11-21,"Pelican State Open / LA Collegiate Champs","Local","LA-2020-08","Louisiana","https://usapl.liftingdatabase.com/competitions-view?id=119535","2020-11-21-Pelican State Open / LA Collegiate Champs"
2020-11-15,"RevFit Closed","Local","MS-2020-04","Mississippi","https://usapl.liftingdatabase.com/competitions-view?id=119510","2020-11-15-RevFit Closed"
2020-11-15,"IStep Veterans Day Meet","Local","MD-2020-07","Maryland","https://usapl.liftingdatabase.com/competitions-view?id=119512","2020-11-15-IStep Veterans Day Meet"
2020-11-15,"17th Annual Florida Collegiate State Open Championships","Local","FL-2020-06","Florida","https://usapl.liftingdatabase.com/competitions-view?id=119515","2020-11-15-17th Annual Florida Collegiate State Open Championships"
2020-11-15,"WSS Power Fest","Local","AZ-2020-07","Arizona","https://usapl.liftingdatabase.com/competitions-view?id=119516","2020-11-15-WSS Power Fest"
2020-11-15,"Aggie Quarantine Classic","Local","TX-2020-31","Texas","https://usapl.liftingdatabase.com/competitions-view?id=119520","2020-11-15-Aggie Quarantine Classic"
2020-11-14,"Blue Mountain Collegiate Cup and Open","Local","MS-2020-03","Mississippi","https://usapl.liftingdatabase.com/competitions-view?id=119504","2020-11-14-Blue Mountain Collegiate Cup and Open"
2020-11-14,"Warrior Collegiate Open","Local","NE-2020-05","Nebraska","https://usapl.liftingdatabase.com/competitions-view?id=119506","2020-11-14-Warrior Collegiate Open"
2020-11-14,"Ottawa University Collegiate Challenge","Local","KS-2020-02","Kansas","https://usapl.liftingdatabase.com/competitions-view?id=119507","2020-11-14-Ottawa University Collegiate Challenge"
2020-11-14,"Philadelphia Freedom Championship","Local","PA-2020-04","Pennsylvania","https://usapl.liftingdatabase.com/competitions-view?id=119508","2020-11-14-Philadelphia Freedom Championship"
2020-11-14,"Barrels and Bars","Local","OH-2020-10","Ohio","https://usapl.liftingdatabase.com/competitions-view?id=119509","2020-11-14-Barrels and Bars"
2020-11-14,"Virginia Winter Wrecker","Local","VA-2020-10","Virginia","https://usapl.liftingdatabase.com/competitions-view?id=119511","2020-11-14-Virginia Winter Wrecker"
2020-11-14,"StrengthBuilt Rookie Meet","Local","TX-2020-26","Texas","https://usapl.liftingdatabase.com/competitions-view?id=119513","2020-11-14-StrengthBuilt Rookie Meet"
2020-11-14,"Veteran's Day Open","Local","CA-2020-17","California","https://usapl.liftingdatabase.com/competitions-view?id=119519","2020-11-14-Veteran's Day Open"
2020-11-14,"Rumble in the Jungle","Local","TX-2020-30","Texas","https://usapl.liftingdatabase.com/competitions-view?id=119523","2020-11-14-Rumble in the Jungle"
2020-11-08,"Pittsburgh Fall Classic","Local","PA-2020-07","Pennsylvania","https://usapl.liftingdatabase.com/competitions-view?id=119503","2020-11-08-Pittsburgh Fall Classic"
2020-11-07,"Brawl in the Falls","Local","TX-2020-15","Texas","https://usapl.liftingdatabase.com/competitions-view?id=119499","2020-11-07-Brawl in the Falls"
2020-11-07,"Built Strong","Local","MO-2020-06","Missouri","https://usapl.liftingdatabase.com/competitions-view?id=119500","2020-11-07-Built Strong"
2020-11-07,"Battle on the Border","Local","NC-2020-01","North Carolina","https://usapl.liftingdatabase.com/competitions-view?id=119501","2020-11-07-Battle on the Border"
2020-11-07,"Granite State Invitational","Local","NH-2020-04","New Hampshire","https://usapl.liftingdatabase.com/competitions-view?id=119505","2020-11-07-Granite State Invitational"
2020-11-07,"Viking Strength Sports Veterans Day Open","Local","GA-2020-06","Georgia","https://usapl.liftingdatabase.com/competitions-view?id=119518","2020-11-07-Viking Strength Sports Veterans Day Open"
2020-11-01,"Minnesota Ladies of Iron","Local","MN-2020-03","Minnesota","https://usapl.liftingdatabase.com/competitions-view?id=119497","2020-11-01-Minnesota Ladies of Iron"
2020-10-31,"Cowboy State Raw","Local","WY-2020-02","Wyoming","https://usapl.liftingdatabase.com/competitions-view?id=119493","2020-10-31-Cowboy State Raw"
2020-10-31,"Monsters Bash","Local","MN-2020-11","Minnesota","https://usapl.liftingdatabase.com/competitions-view?id=119494","2020-10-31-Monsters Bash"
2020-10-31,"El Dia de los Deadlift","Local","CT-2020-12","Connecticut","https://usapl.liftingdatabase.com/competitions-view?id=119495","2020-10-31-El Dia de los Deadlift"
2020-10-31,"Odyssey Barbell Club Classic","Local","MA-2020-11","Massachusetts","https://usapl.liftingdatabase.com/competitions-view?id=119496","2020-10-31-Odyssey Barbell Club Classic"
2020-10-31,"Alaska Fall Classic","Local","AK-2020-04","Alaska","https://usapl.liftingdatabase.com/competitions-view?id=119502","2020-10-31-Alaska Fall Classic"
2020-10-25,"American Iron and Nevada High School Championships","Local","NV-2020-01","Nevada","https://usapl.liftingdatabase.com/competitions-view?id=119492","2020-10-25-American Iron and Nevada High School Championships"
2020-10-24,"Halloween Havoc III","Local","NY-2020-14","New York","https://usapl.liftingdatabase.com/competitions-view?id=119491","2020-10-24-Halloween Havoc III"
2020-10-24,"Silverback Challenge 11","Local","TN-2020-04","Tennessee","https://usapl.liftingdatabase.com/competitions-view?id=119498","2020-10-24-Silverback Challenge 11"
2020-10-18,"Nightmare Before Liftmass","Local","CO-2020-06","Colorado","https://usapl.liftingdatabase.com/competitions-view?id=119490","2020-10-18-Nightmare Before Liftmass"
2020-10-17,"West Texas Open","Local","TX-2020-23","Texas","https://usapl.liftingdatabase.com/competitions-view?id=119485","2020-10-17-West Texas Open"
2020-10-17,"Rage Against the Barbell","Local","OH-2020-04","Ohio","https://usapl.liftingdatabase.com/competitions-view?id=119486","2020-10-17-Rage Against the Barbell"
2020-10-17,"Philadelphia Fall Showdown","Local","PA-2020-12","Pennsylvania","https://usapl.liftingdatabase.com/competitions-view?id=119488","2020-10-17-Philadelphia Fall Showdown"
